DATATIME,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDSPEED,POWER
2021-05-07 21:30:00,106,16.9,77,768,3.9,12468.0
2021-05-07 21:45:00,95,16.4,81,769,3.7,11754.0
2021-05-07 22:00:00,90,15.9,86,769,3.7,10439.0
2021-05-07 22:15:00,90,15.6,89,769,2.7,2189.0
2021-05-07 22:30:00,102,15.5,90,769,2.1,1628.0
2021-05-07 22:45:00,114,15.4,92,769,3.0,4306.0
2021-05-07 23:00:00,128,15.3,93,769,3.5,7009.0
2021-05-07 23:15:00,138,15.2,95,769,3.6,10532.0
2021-05-07 23:30:00,145,14.9,96,769,3.9,16145.0
2021-05-07 23:45:00,152,14.7,97,769,4.0,14338.0
2021-05-08 00:00:00,230,15.5,82,769,4.2,15713.0
2021-05-08 00:15:00,233,15.5,82,769,4.8,22501.0
2021-05-08 00:30:00,235,15.4,83,769,5.1,27897.0
2021-05-08 00:45:00,236,15.3,83,768,5.2,27705.0
2021-05-08 01:00:00,238,15.2,84,768,5.7,36017.0
2021-05-08 01:15:00,239,15.1,84,768,6.2,47563.0
2021-05-08 01:30:00,240,15.0,84,768,6.8,59583.0
2021-05-08 01:45:00,240,14.9,85,768,6.9,61747.0
2021-05-08 02:00:00,241,14.8,85,768,6.8,59552.0
2021-05-08 02:15:00,242,14.6,85,768,6.7,53841.0
2021-05-08 02:30:00,242,14.5,86,768,6.1,43081.0
2021-05-08 02:45:00,243,14.3,87,767,6.5,50686.0
2021-05-08 03:00:00,244,14.2,88,767,7.0,62707.0
2021-05-08 03:15:00,243,14.0,88,767,7.0,63368.0
2021-05-08 03:30:00,244,13.9,89,767,7.4,73659.0
2021-05-08 03:45:00,243,13.7,89,767,7.7,78422.0
2021-05-08 04:00:00,243,13.6,90,767,7.4,74346.0
2021-05-08 04:15:00,243,13.4,90,767,7.3,70751.0
2021-05-08 04:30:00,243,13.3,91,767,7.3,70719.0
2021-05-08 04:45:00,244,13.1,92,767,7.2,67823.0
2021-05-08 05:00:00,244,13.0,93,767,7.0,62199.0
2021-05-08 05:15:00,244,12.8,93,767,7.1,65575.0
2021-05-08 05:30:00,245,12.7,94,767,6.8,58683.0
2021-05-08 05:45:00,246,12.6,94,767,6.8,57756.0
2021-05-08 06:00:00,247,12.5,95,767,7.1,65565.0
2021-05-08 06:15:00,247,12.5,95,767,7.3,69705.0
2021-05-08 06:30:00,247,12.6,95,767,6.9,62249.0
2021-05-08 06:45:00,248,12.8,96,767,6.9,61798.0
2021-05-08 07:00:00,249,12.9,96,767,6.7,57752.0
2021-05-08 07:15:00,249,13.3,95,767,6.7,54665.0
2021-05-08 07:30:00,250,13.8,94,767,6.5,49010.0
2021-05-08 07:45:00,250,14.3,93,768,6.1,43088.0
2021-05-08 08:00:00,250,14.8,92,768,6.2,45080.0
2021-05-08 08:15:00,252,15.3,89,768,5.6,38689.0
2021-05-08 08:30:00,253,15.9,86,768,5.1,29882.0
2021-05-08 08:45:00,254,16.6,82,768,5.5,31743.0
2021-05-08 09:00:00,255,17.2,79,768,5.7,34913.0
2021-05-08 09:15:00,257,17.7,75,768,5.9,39332.0
2021-05-08 09:30:00,257,18.2,71,768,6.2,44283.0
2021-05-08 09:45:00,258,18.7,68,768,6.1,40235.0
2021-05-08 10:00:00,259,19.2,64,768,5.7,33239.0
2021-05-08 10:15:00,260,19.6,61,768,5.4,29376.0
2021-05-08 10:30:00,261,19.9,60,768,5.2,24536.0
2021-05-08 10:45:00,262,20.2,58,768,5.3,27494.0
2021-05-08 11:00:00,263,20.5,57,768,5.1,23499.0
2021-05-08 11:15:00,264,20.9,56,768,4.7,19627.0
2021-05-08 11:30:00,264,21.2,55,768,5.0,20890.0
2021-05-08 11:45:00,263,21.5,54,767,4.5,15774.0
2021-05-08 12:00:00,263,21.8,53,767,3.8,9151.0
2021-05-08 12:15:00,261,22.0,52,767,3.4,5519.0
2021-05-08 12:30:00,260,22.3,51,767,3.3,5188.0
2021-05-08 12:45:00,258,22.6,51,767,3.8,8636.0
2021-05-08 13:00:00,257,22.9,50,767,3.8,8299.0
2021-05-08 13:15:00,256,23.1,50,767,3.5,6792.0
2021-05-08 13:30:00,255,23.3,49,767,3.5,7427.0
2021-05-08 13:45:00,253,23.4,49,766,3.2,4267.0
2021-05-08 14:00:00,253,23.6,48,766,3.6,6833.0
2021-05-08 14:15:00,252,23.8,48,766,4.1,10493.0
2021-05-08 14:30:00,251,23.9,47,766,4.1,13017.0
2021-05-08 14:45:00,249,24.0,47,765,3.6,8762.0
2021-05-08 15:00:00,248,24.1,46,765,4.1,11287.0
2021-05-08 15:15:00,246,24.1,46,765,4.0,10051.0
2021-05-08 15:30:00,243,24.1,45,765,4.3,11811.0
2021-05-08 15:45:00,242,24.1,44,764,4.4,17087.0
2021-05-08 16:00:00,239,24.1,43,764,6.3,52528.0
2021-05-08 16:15:00,240,24.0,43,764,2.5,3975.0
2021-05-08 16:30:00,245,23.9,43,764,2.3,1474.0
2021-05-08 16:45:00,251,23.7,42,763,2.2,1563.0
2021-05-08 17:00:00,257,23.6,42,763,2.1,588.0
2021-05-08 17:15:00,260,23.5,42,763,2.2,883.0
2021-05-08 17:30:00,257,23.4,43,763,2.8,2180.0
2021-05-08 17:45:00,256,23.3,43,764,2.5,1553.0
2021-05-08 18:00:00,252,23.2,44,764,3.5,13696.0
2021-05-08 18:15:00,247,23.0,45,764,4.7,22255.0
2021-05-08 18:30:00,243,22.9,48,764,4.7,21463.0
2021-05-08 18:45:00,238,22.7,51,764,3.8,11519.0
2021-05-08 19:00:00,234,22.6,54,764,4.0,13753.0
2021-05-08 19:15:00,217,22.2,56,764,4.1,14214.0
2021-05-08 19:30:00,180,21.5,59,764,3.4,9482.0
2021-05-08 19:45:00,146,20.8,61,765,2.8,4922.0
2021-05-08 20:00:00,127,20.1,64,765,3.3,7138.0
2021-05-08 20:15:00,115,19.4,68,765,4.3,16482.0
2021-05-08 20:30:00,99,18.7,73,765,5.0,26493.0
2021-05-08 20:45:00,90,17.9,78,766,5.9,39409.0
2021-05-08 21:00:00,81,17.2,83,766,8.0,85829.0
2021-05-08 21:15:00,76,16.7,87,766,8.3,93834.0
2021-05-08 21:30:00,70,16.4,88,766,8.2,90765.0
2021-05-08 21:45:00,62,16.2,89,767,8.5,98709.0
2021-05-08 22:00:00,50,15.9,90,767,7.8,83094.0
2021-05-08 22:15:00,48,15.8,90,767,7.7,80849.0
2021-05-08 22:30:00,61,15.7,91,767,7.2,70087.0
2021-05-08 22:45:00,78,15.6,91,768,6.8,57757.0
2021-05-08 23:00:00,96,15.5,92,768,6.2,45651.0
2021-05-08 23:15:00,113,15.3,92,768,6.4,47612.0
2021-05-08 23:30:00,119,15.2,93,768,6.5,49983.0
2021-05-08 23:45:00,125,15.1,94,768,6.4,50027.0
2021-05-09 00:00:00,153,14.8,94,769,6.1,43626.0
2021-05-09 00:15:00,163,14.6,94,769,6.3,48520.0
2021-05-09 00:30:00,171,14.5,95,769,6.0,40795.0
2021-05-09 00:45:00,180,14.3,96,768,6.0,41275.0
2021-05-09 01:00:00,186,14.2,97,768,6.1,41999.0
2021-05-09 01:15:00,194,14.1,97,768,5.9,39546.0
2021-05-09 01:30:00,205,14.0,97,768,5.8,40049.0
2021-05-09 01:45:00,215,13.9,97,767,5.3,29366.0
2021-05-09 02:00:00,225,13.8,97,767,5.4,28882.0
2021-05-09 02:15:00,230,13.6,97,767,5.6,31442.0
2021-05-09 02:30:00,234,13.4,97,767,5.8,36094.0
2021-05-09 02:45:00,237,13.3,96,766,5.8,35960.0
2021-05-09 03:00:00,241,13.1,96,766,5.7,36328.0
2021-05-09 03:15:00,243,13.0,96,766,6.2,43205.0
2021-05-09 03:30:00,244,12.9,95,766,6.9,60124.0
2021-05-09 03:45:00,243,12.8,95,765,6.8,56186.0
2021-05-09 04:00:00,245,12.7,94,765,6.2,50057.0
2021-05-09 04:15:00,245,12.7,94,765,6.0,46075.0
2021-05-09 04:30:00,247,12.7,94,765,6.4,47676.0
2021-05-09 04:45:00,247,12.6,94,765,7.0,62470.0
2021-05-09 05:00:00,248,12.6,94,765,6.1,48506.0
2021-05-09 05:15:00,249,12.6,94,765,5.9,42581.0
2021-05-09 05:30:00,248,12.6,94,765,6.2,46062.0
2021-05-09 05:45:00,248,12.5,94,765,6.5,49872.0
2021-05-09 06:00:00,248,12.5,94,765,6.5,48105.0
2021-05-09 06:15:00,248,12.7,94,765,6.5,51799.0
2021-05-09 06:30:00,248,13.0,93,765,6.6,54146.0
2021-05-09 06:45:00,247,13.4,93,766,7.0,61369.0
2021-05-09 07:00:00,248,13.7,92,766,6.7,56130.0
2021-05-09 07:15:00,248,14.2,91,766,6.6,55180.0
2021-05-09 07:30:00,249,14.7,89,766,6.6,51304.0
2021-05-09 07:45:00,248,15.2,88,766,6.6,50624.0
2021-05-09 08:00:00,249,15.7,86,766,6.9,58118.0
2021-05-09 08:15:00,250,16.3,84,766,7.5,72827.0
2021-05-09 08:30:00,250,16.8,82,766,7.5,72619.0
2021-05-09 08:45:00,249,17.3,79,767,8.4,95576.0
2021-05-09 09:00:00,250,17.8,77,767,8.5,98348.0
2021-05-09 09:15:00,250,18.4,75,767,9.0,107113.0
2021-05-09 09:30:00,251,18.9,72,767,8.6,98311.0
2021-05-09 09:45:00,253,19.4,69,767,8.0,85341.0
2021-05-09 10:00:00,253,19.9,66,767,8.1,86300.0
2021-05-09 10:15:00,254,20.4,64,767,7.9,79068.0
2021-05-09 10:30:00,253,20.9,61,767,7.8,75257.0
2021-05-09 10:45:00,253,21.3,58,767,8.3,86708.0
2021-05-09 11:00:00,253,21.8,55,767,7.7,73882.0
2021-05-09 11:15:00,253,22.2,52,767,7.8,77686.0
2021-05-09 11:30:00,253,22.5,51,767,7.6,72534.0
2021-05-09 11:45:00,253,22.8,49,766,8.0,79881.0
2021-05-09 12:00:00,253,23.1,48,766,7.7,72266.0
2021-05-09 12:15:00,253,23.3,46,766,8.2,83815.0
2021-05-09 12:30:00,252,23.6,44,766,7.5,72045.0
2021-05-09 12:45:00,251,23.9,43,765,7.5,68463.0
2021-05-09 13:00:00,250,24.2,41,765,7.4,61116.0
2021-05-09 13:15:00,249,24.4,40,765,7.4,62765.0
2021-05-09 13:30:00,247,24.7,39,765,7.3,62720.0
2021-05-09 13:45:00,247,24.9,38,764,7.5,66591.0
2021-05-09 14:00:00,246,25.2,37,764,7.4,64145.0
2021-05-09 14:15:00,245,25.4,36,764,7.4,63328.0
2021-05-09 14:30:00,245,25.5,36,764,7.2,65556.0
2021-05-09 14:45:00,245,25.7,35,763,7.3,65020.0
2021-05-09 15:00:00,245,25.8,35,763,7.3,62722.0
2021-05-09 15:15:00,244,25.9,35,763,7.3,68016.0
2021-05-09 15:30:00,243,25.8,35,763,7.3,69842.0
2021-05-09 15:45:00,243,25.8,34,762,7.3,64704.0
2021-05-09 16:00:00,242,25.7,34,762,8.4,85776.0
2021-05-09 16:15:00,241,25.7,34,762,8.6,91324.0
2021-05-09 16:30:00,240,25.6,34,762,8.3,82788.0
2021-05-09 16:45:00,239,25.5,33,761,8.6,92306.0
2021-05-09 17:00:00,237,25.4,33,761,9.2,100916.0
2021-05-09 17:15:00,236,25.3,33,761,8.9,95840.0
2021-05-09 17:30:00,237,25.1,33,761,9.5,103299.0
2021-05-09 17:45:00,236,24.9,34,761,8.4,94282.0
2021-05-09 18:00:00,237,24.7,34,761,9.0,99264.0
2021-05-09 18:15:00,236,24.4,35,761,8.4,90774.0
2021-05-09 18:30:00,235,24.0,37,761,8.5,88265.0
2021-05-09 18:45:00,234,23.6,38,761,8.7,94870.0
2021-05-09 19:00:00,233,23.2,40,761,8.0,85625.0
2021-05-09 19:15:00,229,22.8,42,761,8.0,79210.0
2021-05-09 19:30:00,223,22.3,44,761,7.9,81641.0
2021-05-09 19:45:00,216,21.9,45,762,8.0,81516.0
2021-05-09 20:00:00,210,21.4,47,762,9.2,104327.0
2021-05-09 20:15:00,204,21.0,49,762,8.9,100048.0
2021-05-09 20:30:00,199,20.6,51,762,9.4,109406.0
2021-05-09 20:45:00,193,20.2,54,763,9.0,104764.0
2021-05-09 21:00:00,187,19.8,56,763,9.4,110410.0
2021-05-09 21:15:00,184,19.4,58,763,10.2,122037.0
2021-05-09 21:30:00,183,19.1,60,763,10.2,120222.0
2021-05-09 21:45:00,182,18.8,62,763,10.1,120196.0
2021-05-09 22:00:00,181,18.5,64,763,9.6,113978.0
2021-05-09 22:15:00,183,18.2,65,763,8.3,88736.0
2021-05-09 22:30:00,188,18.0,66,763,8.8,96254.0
2021-05-09 22:45:00,195,17.9,66,764,8.7,97175.0
2021-05-09 23:00:00,200,17.7,67,764,8.6,92144.0
2021-05-09 23:15:00,205,17.5,68,764,8.6,93020.0
2021-05-09 23:30:00,209,17.4,69,764,8.5,90710.0
2021-05-09 23:45:00,213,17.2,70,764,8.2,89797.0
2021-05-10 00:00:00,224,17.8,64,764,8.4,90553.0
2021-05-10 00:15:00,226,17.5,66,764,8.7,97775.0
2021-05-10 00:30:00,228,17.3,67,764,8.8,103123.0
2021-05-10 00:45:00,229,17.1,69,763,9.6,114854.0
2021-05-10 01:00:00,231,16.9,70,763,9.4,112773.0
2021-05-10 01:15:00,233,16.7,72,763,9.2,106746.0
2021-05-10 01:30:00,233,16.6,73,763,9.1,106341.0
2021-05-10 01:45:00,233,16.4,74,763,9.4,107349.0
2021-05-10 02:00:00,233,16.3,75,763,9.7,113312.0
2021-05-10 02:15:00,234,16.1,75,763,9.6,112107.0
2021-05-10 02:30:00,235,16.0,76,763,9.7,112467.0
2021-05-10 02:45:00,234,15.9,77,762,9.5,107912.0
2021-05-10 03:00:00,235,15.8,78,762,9.7,114419.0
2021-05-10 03:15:00,235,15.6,78,762,9.9,117176.0
2021-05-10 03:30:00,235,15.5,79,762,10.3,120097.0
2021-05-10 03:45:00,237,15.4,80,762,9.1,107248.0
2021-05-10 04:00:00,237,15.3,81,762,8.4,95379.0
2021-05-10 04:15:00,238,15.2,81,762,8.6,93425.0
2021-05-10 04:30:00,238,15.1,82,762,8.9,102913.0
2021-05-10 04:45:00,239,15.0,82,762,8.6,95073.0
2021-05-10 05:00:00,239,14.9,83,762,8.6,94086.0
2021-05-10 05:15:00,239,14.8,83,762,8.8,97099.0
2021-05-10 05:30:00,239,14.7,84,762,8.7,96508.0
2021-05-10 05:45:00,238,14.6,84,762,8.4,90671.0
2021-05-10 06:00:00,238,14.5,85,762,8.3,89104.0
2021-05-10 06:15:00,238,14.5,85,762,8.7,92879.0
2021-05-10 06:30:00,238,14.6,84,762,8.4,86512.0
2021-05-10 06:45:00,238,14.7,84,763,8.2,83760.0
2021-05-10 07:00:00,238,14.8,83,763,8.1,82138.0
2021-05-10 07:15:00,237,15.1,82,763,8.2,83518.0
2021-05-10 07:30:00,237,15.6,80,763,8.7,92864.0
2021-05-10 07:45:00,237,16.1,78,763,8.8,99723.0
2021-05-10 08:00:00,236,16.6,76,763,8.3,86949.0
2021-05-10 08:15:00,236,17.1,74,763,8.2,85200.0
2021-05-10 08:30:00,237,17.6,71,763,7.9,78742.0
2021-05-10 08:45:00,237,18.2,69,763,8.1,80705.0
2021-05-10 09:00:00,238,18.7,66,763,8.7,93038.0
2021-05-10 09:15:00,239,19.3,63,763,9.3,104973.0
2021-05-10 09:30:00,241,19.8,59,763,9.0,98443.0
2021-05-10 09:45:00,243,20.3,55,763,9.4,103559.0
2021-05-10 10:00:00,245,20.8,51,763,9.4,105817.0
2021-05-10 10:15:00,245,21.2,49,763,9.9,113355.0
2021-05-10 10:30:00,245,21.6,48,763,10.1,116320.0
2021-05-10 10:45:00,246,21.9,47,763,9.9,115475.0
2021-05-10 11:00:00,246,22.3,46,763,10.4,117051.0
2021-05-10 11:15:00,246,22.7,44,763,10.2,116952.0
2021-05-10 11:30:00,246,23.1,43,763,10.4,116802.0
2021-05-10 11:45:00,246,23.4,41,763,11.0,123485.0
2021-05-10 12:00:00,246,23.8,40,763,11.8,130972.0
2021-05-10 12:15:00,246,24.2,38,763,11.7,130745.0
2021-05-10 12:30:00,247,24.5,37,763,12.4,133710.0
2021-05-10 12:45:00,247,24.8,35,762,12.6,135229.0
2021-05-10 13:00:00,247,25.1,34,762,12.3,133354.0
2021-05-10 13:15:00,247,25.4,33,762,13.4,140168.0
2021-05-10 13:30:00,247,25.6,32,762,13.3,138838.0
2021-05-10 13:45:00,247,25.8,31,761,12.9,139635.0
2021-05-10 14:00:00,247,26.0,30,761,13.4,140472.0
2021-05-10 14:15:00,247,26.2,30,761,14.3,140560.0
2021-05-10 14:30:00,247,26.3,29,761,12.4,137426.0
2021-05-10 14:45:00,247,26.5,29,760,13.1,138620.0
2021-05-10 15:00:00,247,26.6,28,760,13.6,140761.0
2021-05-10 15:15:00,247,26.7,28,760,13.5,141577.0
2021-05-10 15:30:00,247,26.6,28,760,13.4,142683.0
2021-05-10 15:45:00,246,26.6,27,759,13.3,139195.0
2021-05-10 16:00:00,246,26.5,27,759,13.2,141251.0
2021-05-10 16:15:00,245,26.4,27,759,12.3,139908.0
2021-05-10 16:30:00,244,26.1,28,759,12.0,135714.0
2021-05-10 16:45:00,243,25.8,29,759,12.0,133156.0
2021-05-10 17:00:00,242,25.5,30,759,11.6,129527.0
2021-05-10 17:15:00,239,25.3,31,759,11.3,130452.0
2021-05-10 17:30:00,235,25.0,32,759,10.6,125956.0
2021-05-10 17:45:00,231,24.7,33,759,10.9,120421.0
2021-05-10 18:00:00,227,24.4,34,759,10.7,123345.0
2021-05-10 18:15:00,225,24.2,34,759,10.6,118315.0
2021-05-10 18:30:00,224,24.0,35,759,10.0,114064.0
2021-05-10 18:45:00,223,23.7,35,759,9.6,105008.0
2021-05-10 19:00:00,222,23.5,36,759,9.9,110941.0
2021-05-10 19:15:00,222,23.2,37,759,9.2,98874.0
2021-05-10 19:30:00,222,22.7,39,759,9.1,98091.0
2021-05-10 19:45:00,221,22.3,40,760,9.1,101395.0
2021-05-10 20:00:00,221,21.8,42,760,9.8,111104.0
2021-05-10 20:15:00,220,21.5,44,760,9.3,106509.0
2021-05-10 20:30:00,218,21.2,46,760,7.9,80377.0
2021-05-10 20:45:00,217,20.9,47,761,8.9,98177.0
2021-05-10 21:00:00,215,20.6,49,761,10.5,123990.0
2021-05-10 21:15:00,214,20.3,52,761,10.9,121574.0
2021-05-10 21:30:00,215,19.9,55,761,10.5,116504.0
2021-05-10 21:45:00,217,19.6,58,762,10.5,113175.0
2021-05-10 22:00:00,218,19.2,61,762,10.9,125647.0
2021-05-10 22:15:00,220,18.9,63,762,11.3,130068.0
2021-05-10 22:30:00,223,18.8,64,762,11.1,125570.0
2021-05-10 22:45:00,226,18.6,65,762,10.6,119643.0
2021-05-10 23:00:00,230,18.5,66,762,10.2,117771.0
2021-05-10 23:15:00,232,18.3,67,762,10.2,117870.0
2021-05-10 23:30:00,233,18.1,68,762,10.2,117994.0
2021-05-10 23:45:00,234,17.9,69,762,9.8,112785.0
2021-05-11 00:00:00,236,17.7,69,763,9.2,102327.0
2021-05-11 00:15:00,237,17.5,71,763,9.2,100645.0
2021-05-11 00:30:00,238,17.3,72,763,9.3,100918.0
2021-05-11 00:45:00,239,17.2,73,762,9.1,100972.0
2021-05-11 01:00:00,240,17.0,74,762,9.4,107371.0
2021-05-11 01:15:00,240,16.8,74,762,9.4,109388.0
2021-05-11 01:30:00,241,16.7,75,762,9.4,103883.0
2021-05-11 01:45:00,242,16.5,76,762,9.4,104487.0
2021-05-11 02:00:00,242,16.4,77,762,9.4,107276.0
2021-05-11 02:15:00,243,16.2,77,762,9.5,113045.0
2021-05-11 02:30:00,243,16.1,78,762,10.1,118480.0
2021-05-11 02:45:00,244,16.0,79,762,10.9,126104.0
2021-05-11 03:00:00,244,15.9,80,762,10.6,126653.0
2021-05-11 03:15:00,245,15.8,80,762,10.0,120753.0
2021-05-11 03:30:00,246,15.7,81,762,10.6,126687.0
2021-05-11 03:45:00,246,15.6,81,762,9.8,111246.0
2021-05-11 04:00:00,247,15.5,82,762,9.0,97650.0
2021-05-11 04:15:00,247,15.3,83,762,8.6,92094.0
2021-05-11 04:30:00,247,15.2,84,762,9.6,103534.0
2021-05-11 04:45:00,247,15.1,85,762,9.8,103702.0
2021-05-11 05:00:00,247,15.0,86,762,10.2,104438.0
2021-05-11 05:15:00,247,14.9,86,762,9.7,97856.0
2021-05-11 05:30:00,248,14.8,87,762,10.2,114379.0
2021-05-11 05:45:00,248,14.7,87,762,10.6,117060.0
2021-05-11 06:00:00,248,14.6,88,762,10.9,117567.0
2021-05-11 06:15:00,248,14.7,88,762,9.7,106784.0
2021-05-11 06:30:00,249,14.8,88,762,9.3,98379.0
2021-05-11 06:45:00,249,14.9,87,763,9.3,100554.0
2021-05-11 07:00:00,249,15.0,87,763,9.2,95634.0
2021-05-11 07:15:00,249,15.2,86,763,9.1,94162.0
2021-05-11 07:30:00,250,15.6,84,763,9.0,92468.0
2021-05-11 07:45:00,250,16.1,83,763,9.0,90778.0
2021-05-11 08:00:00,250,16.5,81,763,8.9,91188.0
2021-05-11 08:15:00,251,17.0,78,763,8.8,89153.0
2021-05-11 08:30:00,251,17.6,74,763,8.8,93216.0
2021-05-11 08:45:00,252,18.1,71,764,8.5,85021.0
2021-05-11 09:00:00,253,18.7,67,764,8.8,91186.0
2021-05-11 09:15:00,253,19.3,63,764,9.1,100138.0
2021-05-11 09:30:00,254,19.8,60,764,9.1,99314.0
2021-05-11 09:45:00,255,20.3,57,764,9.3,105811.0
2021-05-11 10:00:00,255,20.8,54,764,9.4,103487.0
2021-05-11 10:15:00,256,21.2,51,764,8.3,85211.0
2021-05-11 10:30:00,256,21.6,50,764,7.3,64144.0
2021-05-11 10:45:00,257,22.1,49,764,6.9,56013.0
2021-05-11 11:00:00,257,22.5,48,764,6.4,41178.0
2021-05-11 11:15:00,257,22.9,46,764,6.0,38839.0
2021-05-11 11:30:00,256,23.3,44,764,5.6,31869.0
2021-05-11 11:45:00,256,23.8,43,763,5.7,35449.0
2021-05-11 12:00:00,255,24.2,41,763,5.7,31375.0
2021-05-11 12:15:00,254,24.6,40,763,5.8,34147.0
2021-05-11 12:30:00,254,24.9,39,763,5.4,27271.0
2021-05-11 12:45:00,253,25.2,38,763,5.7,34584.0
2021-05-11 13:00:00,252,25.5,37,763,6.0,37767.0
2021-05-11 13:15:00,251,25.8,35,763,6.0,35526.0
2021-05-11 13:30:00,250,26.1,34,763,5.5,30700.0
2021-05-11 13:45:00,249,26.3,33,762,5.9,37842.0
2021-05-11 14:00:00,248,26.6,32,762,6.4,45302.0
2021-05-11 14:15:00,247,26.8,31,762,5.8,36179.0
2021-05-11 14:30:00,246,26.9,30,762,5.8,34254.0
2021-05-11 14:45:00,245,27.0,29,761,6.3,42038.0
2021-05-11 15:00:00,244,27.1,28,761,6.3,43164.0
2021-05-11 15:15:00,244,27.2,28,761,6.7,51526.0
2021-05-11 15:30:00,244,27.2,28,761,6.5,43573.0
2021-05-11 15:45:00,245,27.2,27,760,6.5,47092.0
2021-05-11 16:00:00,245,27.2,27,760,6.3,39914.0
2021-05-11 16:15:00,245,27.1,27,760,6.1,36071.0
2021-05-11 16:30:00,247,26.9,27,760,5.7,31071.0
2021-05-11 16:45:00,248,26.8,28,760,6.1,39113.0
2021-05-11 17:00:00,249,26.6,28,760,5.9,35663.0
2021-05-11 17:15:00,249,26.4,28,760,5.8,34216.0
2021-05-11 17:30:00,248,26.3,29,760,6.0,35784.0
2021-05-11 17:45:00,246,26.2,29,760,6.3,42209.0
2021-05-11 18:00:00,245,26.1,30,760,5.9,37286.0
2021-05-11 18:15:00,242,25.8,31,760,5.4,27788.0
2021-05-11 18:30:00,239,25.4,33,760,5.7,36022.0
2021-05-11 18:45:00,235,24.9,34,761,5.8,33456.0
2021-05-11 19:00:00,232,24.5,36,761,6.2,44265.0
2021-05-11 19:15:00,230,24.1,38,761,6.3,43911.0
2021-05-11 19:30:00,229,23.6,40,761,7.6,74572.0
2021-05-11 19:45:00,229,23.1,41,762,7.1,56413.0
2021-05-11 20:00:00,228,22.6,43,762,7.4,66896.0
2021-05-11 20:15:00,228,22.3,44,762,7.6,70911.0
2021-05-11 20:30:00,228,22.1,45,762,7.0,57872.0
2021-05-11 20:45:00,229,21.8,46,762,7.0,57640.0
2021-05-11 21:00:00,229,21.6,47,762,7.3,63815.0
2021-05-11 21:15:00,229,21.4,47,762,7.6,71246.0
2021-05-11 21:30:00,229,21.3,48,762,7.6,70976.0
2021-05-11 21:45:00,230,21.1,49,763,7.4,71851.0
2021-05-11 22:00:00,230,21.0,50,763,7.7,74692.0
2021-05-11 22:15:00,230,20.8,51,763,7.6,74662.0
2021-05-11 22:30:00,232,20.5,52,763,8.0,78691.0
2021-05-11 22:45:00,233,20.3,54,763,8.0,80134.0
2021-05-11 23:00:00,235,20.0,55,763,8.2,86765.0
2021-05-11 23:15:00,237,19.8,57,763,9.0,96180.0
2021-05-11 23:30:00,237,19.5,58,763,8.8,96698.0
2021-05-11 23:45:00,237,19.3,60,763,8.5,88547.0
2021-05-12 00:00:00,167,18.6,60,764,8.0,84731.0
2021-05-12 00:15:00,158,18.5,61,764,7.8,81046.0
2021-05-12 00:30:00,161,18.2,62,764,8.2,89670.0
2021-05-12 00:45:00,164,17.9,64,764,8.3,85282.0
2021-05-12 01:00:00,167,17.6,65,764,8.8,94040.0
2021-05-12 01:15:00,174,17.4,67,764,8.5,89722.0
2021-05-12 01:30:00,183,17.2,68,764,7.9,76694.0
2021-05-12 01:45:00,191,17.0,69,763,7.8,78516.0
2021-05-12 02:00:00,198,16.8,70,763,8.2,82967.0
2021-05-12 02:15:00,203,16.5,71,763,8.6,89929.0
2021-05-12 02:30:00,213,16.2,74,763,8.7,100309.0
2021-05-12 02:45:00,220,15.9,76,763,9.4,110079.0
2021-05-12 03:00:00,226,15.6,79,763,9.4,108417.0
2021-05-12 03:15:00,229,15.4,80,763,9.5,111831.0
2021-05-12 03:30:00,232,15.4,80,763,9.0,100764.0
2021-05-12 03:45:00,234,15.5,80,763,8.7,100136.0
2021-05-12 04:00:00,236,15.5,80,763,8.6,94486.0
2021-05-12 04:15:00,236,15.5,80,763,8.7,97114.0
2021-05-12 04:30:00,236,15.4,81,763,8.6,90511.0
2021-05-12 04:45:00,235,15.3,82,763,8.8,93223.0
2021-05-12 05:00:00,235,15.2,83,763,8.9,94180.0
2021-05-12 05:15:00,235,15.1,83,763,8.3,86316.0
2021-05-12 05:30:00,234,15.0,84,763,8.2,84762.0
2021-05-12 05:45:00,235,14.9,85,763,8.0,83971.0
2021-05-12 06:00:00,235,14.8,86,763,7.5,72879.0
2021-05-12 06:15:00,236,14.9,86,763,6.8,58361.0
2021-05-12 06:30:00,237,15.1,85,763,6.5,51857.0
2021-05-12 06:45:00,236,15.2,85,764,6.1,40695.0
2021-05-12 07:00:00,237,15.4,84,764,5.5,30827.0
2021-05-12 07:15:00,236,15.8,83,764,5.6,35975.0
2021-05-12 07:30:00,237,16.3,81,764,6.0,36255.0
2021-05-12 07:45:00,237,16.8,79,764,5.9,36675.0
2021-05-12 08:00:00,237,17.3,77,764,6.2,41899.0
2021-05-12 08:15:00,238,17.8,75,764,6.8,60420.0
2021-05-12 08:30:00,239,18.3,72,764,7.2,68512.0
2021-05-12 08:45:00,240,18.9,69,765,7.1,63367.0
2021-05-12 09:00:00,240,19.4,66,765,7.3,66415.0
2021-05-12 09:15:00,241,20.0,62,765,8.2,85003.0
2021-05-12 09:30:00,242,20.5,59,765,8.7,90795.0
2021-05-12 09:45:00,242,21.0,55,765,8.6,85895.0
2021-05-12 10:00:00,242,21.5,52,765,8.6,91423.0
